fix_name,latitude,longitude,type
KEVY,39.52102777,-75.72366666,AIRPORT
KEVYE,40.63697777,-99.18333333,FIX
KEVYN,27.67060833,-81.95888611,FIX
KEVZU,41.98633333,-124.23190833,FIX
KEWB,41.67656611,-70.95783611,AIRPORT
KEWDE,42.12036666,-87.76013333,FIX
KEWEE,35.55015277,-97.89361944,FIX
KEWER,40.49694722,-78.245025,FIX
KEWK,38.05707944,-97.27520666,AIRPORT
KEWN,35.07285444,-77.04301972,AIRPORT
KEWPI,35.70286666,-80.05070833,FIX
KEWR,40.69248055,-74.16868777,AIRPORT
KEWTY,44.64693611,-93.42203611,FIX
KEXFI,38.51666666,-78.74972222,FIX
KEXFO,36.08489166,-120.1818,FIX
KEXX,35.78114138,-80.30377333,AIRPORT
KEXXO,44.83952222,-85.27005,FIX
KEYBE,45.04931666,-89.92908055,FIX
KEYCY,24.55697222,-81.66894444,FIX
KEYE,39.83071722,-86.29438555,AIRPORT
KEYEC,29.02954166,-80.85334722,FIX
KEYED,41.01429166,-72.69217777,FIX
KEYEG,32.92885833,-96.22678888,FIX
KEYEK,43.35582777,-72.01788333,FIX
KEYEN,45.352375,-93.61084166,FIX
KEYEP,33.72969444,-95.45588611,FIX
KEYER,39.46480277,-78.72836111,FIX
KEYES,25.79068611,-80.19420555,FIX
KEYET,45.24008888,-112.55158888,FIX
KEYEV,34.06379444,-98.52827222,FIX
KEYEY,34.36586666,-84.91651666,FIX
KEYF,34.60181555,-78.57927638,AIRPORT
KEYJO,32.20613055,-99.57556666,FIX
KEYKE,34.94988611,-111.386925,FIX
KEYLO,30.98705,-105.38809166,FIX
KEYNN,42.79444166,-72.29176388,FIX
KEYOA,19.76547222,-156.09073611,FIX
KEYPE,40.09913055,-96.86041666,FIX
KEYPR,44.67852222,-93.56524722,FIX
KEYRE,40.15336388,-80.03267777,FIX
KEYRO,35.27569722,-118.58133055,FIX
KEYSE,35.60729166,-86.14720833,FIX
KEYTH,40.74528888,-73.83196388,FIX
KEYTO,38.905225,-84.48681944,FIX
KEYVE,41.4525,-87.09409444,FIX
KEYW,24.55611972,-81.75995583,AIRPORT
KEYYS,24.00006111,-80.72974722,FIX
KEYZZ,26.21189444,-80.03143055,FIX
KEZAR,43.83643333,-70.95489722,FIX
KEZF,38.26689527,-77.44924027,AIRPORT
KEZI,41.20519444,-89.96386111,AIRPORT
KEZM,32.21638888,-83.12866666,AIRPORT
KEZMO,27.68661666,-98.67503333,FIX
KEZNU,38.92056944,-94.89149722,FIX
KEZRI,41.59936666,-93.11834166,FIX
KEZS,44.78730583,-88.5600125,AIRPORT
KEZUP,43.474875,-72.52510277,FIX
KEZZ,39.72755555,-94.27638888,AIRPORT
KF09A,31.5,-100.0,FIX
KF09C,31.5,-98.0,FIX
KF09E,31.5,-96.0,FIX
KF09Y,31.5,-102.0,FIX
KF12A,32.0,-100.0,FIX
KF12C,32.0,-98.0,FIX
KF12E,32.0,-96.0,FIX
KF12G,32.0,-94.0,FIX
KF12Y,32.0,-102.0,FIX
KF15A,32.5,-100.0,FIX
KF15C,32.5,-98.0,FIX
KF15E,32.5,-96.0,FIX
KF15G,32.5,-94.0,FIX
KF15I,32.5,-92.0,FIX
KF15Y,32.5,-102.0,FIX
KF18A,33.0,-100.0,FIX
KF18C,33.0,-98.0,FIX
KF18E,33.0,-96.0,FIX
KF18G,33.0,-94.0,FIX
KF18I,33.0,-92.0,FIX
KF18Y,33.0,-102.0,FIX
KF21A,33.5,-100.0,FIX
KF21C,33.5,-98.0,FIX
KF21E,33.5,-96.0,FIX
KF21G,33.5,-94.0,FIX
KF21Y,33.5,-102.0,FIX
KF24A,34.0,-100.0,FIX
KF24C,34.0,-98.0,FIX
KF24E,34.0,-96.0,FIX
KF24G,34.0,-94.0,FIX
KF24Y,34.0,-102.0,FIX
KF27A,34.5,-100.0,FIX
KF27C,34.5,-98.0,FIX
KF27E,34.5,-96.0,FIX
KF27Y,34.5,-102.0,FIX
KF30A,35.0,-100.0,FIX
KF30C,35.0,-98.0,FIX
KF30E,35.0,-96.0,FIX
KF33A,35.5,-100.0,FIX
KF33C,35.5,-98.0,FIX
KF33E,35.5,-96.0,FIX
KFAF,37.13260905,-76.60893566,AIRPORT
KFAM,37.76089222,-90.42866805,AIRPORT
KFAR,46.92063888,-96.81575,AIRPORT
KFAT,36.77655555,-119.71883333,AIRPORT
KFAY,34.99121111,-78.88027416,AIRPORT
KFBG,35.13209583,-78.93534583,AIRPORT
KFBL,44.32896938,-93.31307363,AIRPORT
KFBR,41.39333333,-110.40597222,AIRPORT
KFBY,40.18197222,-97.16788888,AIRPORT
KFCH,36.73212416,-119.8203325,AIRPORT
KFCI,37.40644444,-77.52483333,AIRPORT
KFCM,44.82750722,-93.45857166,AIRPORT
KFCS,38.67830361,-104.75648027,AIRPORT
KFCT,46.66941916,-120.45596638,AIRPORT
KFCY,34.94199805,-90.77496611,AIRPORT
KFDK,39.41702111,-77.37473222,AIRPORT
KFDR,34.3520958,-98.98390908,AIRPORT
KFDW,34.31572222,-81.10855555,AIRPORT
KFDY,41.01202777,-83.66861111,AIRPORT
KFEDO,29.60798333,-98.43160833,FIX
KFEP,42.24611472,-89.58197666,AIRPORT
KFET,41.44994444,-96.52119444,AIRPORT
KFEW,41.14166666,-104.87138888,AIRPORT
KFFA,36.01758333,-75.67158333,AIRPORT
KFFC,33.35772222,-84.57252777,AIRPORT
KFFER,23.76968611,-77.04308611,FIX
KFFL,41.05571983,-91.9808218,AIRPORT
KFFM,46.284395,-96.1566875,AIRPORT
KFFO,39.82597052,-84.04610283,AIRPORT
KFFT,38.18173166,-84.90675027,AIRPORT
KFFX,43.43930555,-85.99488888,AIRPORT
KFFZ,33.46084055,-111.72832527,AIRPORT
KFGU,35.04442083,-85.02006666,AIRPORT
KFGX,38.54160555,-83.74401861,AIRPORT
KFHB,30.61183333,-81.46119444,AIRPORT
KFHK,31.31683833,-85.66660194,AIRPORT
KFHR,48.52197222,-123.02436111,AIRPORT
KFHU,31.58846111,-110.344375,AIRPORT
KFIG,41.04913361,-78.41515791,AIRPORT
KFIN,29.46515111,-81.20764833,AIRPORT
KFIT,42.55384722,-71.75917388,AIRPORT
KFIVE,46.66048888,-112.32469722,FIX
KFKA,43.67675,-92.17975,AIRPORT
KFKL,41.37741666,-79.86063888,AIRPORT
KFKN,36.70029638,-76.90213555,AIRPORT
KFKR,40.27343083,-86.56217027,AIRPORT
KFKS,44.62520166,-86.20085527,AIRPORT
KFLD,43.77117416,-88.48841797,AIRPORT
KFLG,35.14031583,-111.66924138,AIRPORT
KFLL,26.07166666,-80.14969444,AIRPORT
KFLO,34.18536333,-79.72388305,AIRPORT
KFLP,36.29088888,-92.59025,AIRPORT
KFLV,39.36757555,-94.91433972,AIRPORT
KFLX,39.49916944,-118.74879222,AIRPORT
KFLY,38.94276972,-104.56990472,AIRPORT
KFME,39.08533388,-76.75945972,AIRPORT
KFMH,41.65913888,-70.52280555,AIRPORT
KFMM,40.33544444,-103.80416666,AIRPORT
KFMN,36.74125111,-108.22994166,AIRPORT
KFMY,26.58661527,-81.86324666,AIRPORT
KFMZ,40.58609758,-97.57313655,AIRPORT
KFNB,40.07878416,-95.59198916,AIRPORT
KFNL,40.45181583,-105.01132555,AIRPORT
KFNT,42.96546388,-83.74473805,AIRPORT
KFOA,38.66499022,-88.45311202,AIRPORT
KFOD,42.55119444,-94.19183333,AIRPORT
KFOE,38.95094916,-95.66361361,AIRPORT
KFOK,40.84361861,-72.63181194,AIRPORT
KFOM,38.95813888,-112.36313888,AIRPORT
KFONG,38.47185555,-85.22746111,FIX
KFOT,40.55394138,-124.13265555,AIRPORT
KFOXX,44.89451111,-74.96198888,FIX
KFOZ,47.78393402,-93.65099369,AIRPORT
KFP,54.84786111,-163.40711111,AIRPORT
KFPK,42.57408888,-84.81209722,AIRPORT
KFPR,27.49747222,-80.37263888,AIRPORT
KFPY,30.0708125,-83.58154388,AIRPORT
KFQD,35.42822222,-81.93507777,AIRPORT
KFRG,40.72927416,-73.41342083,AIRPORT
KFRH,38.50622222,-86.63694444,AIRPORT
KFRI,39.05263888,-96.76450833,AIRPORT
KFRM,43.64393833,-94.41561583,AIRPORT
KFRR,38.91751222,-78.25337333,AIRPORT
KFSD,43.58201805,-96.74192527,AIRPORT
KFSE,47.59283,-95.77348805,AIRPORT
KFSI,34.6498265,-98.40218491,AIRPORT
KFSK,37.79836111,-94.76936111,AIRPORT
KFSM,35.33664694,-94.36610888,AIRPORT
KFSO,44.93892638,-73.09713472,AIRPORT
KFST,30.91525,-102.91277777,AIRPORT
KFSU,34.4887513,-104.21641844,AIRPORT
KFSW,40.65911111,-91.32775,AIRPORT
KFTK,37.90706527,-85.97203611,AIRPORT
KFTT,38.83811111,-92.00258333,AIRPORT
KFTW,32.81977027,-97.36245,AIRPORT
KFTY,33.78011922,-84.52070752,AIRPORT
KFUL,33.87201416,-117.97978416,AIRPORT
KFVE,47.2855,-68.31272222,AIRPORT
KFVX,37.35752777,-78.43780555,AIRPORT
KFWA,40.97847222,-85.19516666,AIRPORT
KFWB,36.6985,-93.40225,AIRPORT
KFWC,38.37863305,-88.41265222,AIRPORT
KFWN,41.20021388,-74.62303527,AIRPORT
KFWQ,40.20972222,-79.83144444,AIRPORT
KFWS,32.56513361,-97.30843944,AIRPORT
KFXE,26.19727936,-80.17070627,AIRPORT
KFXY,43.23475691,-93.62410394,AIRPORT
KFYE,35.20769444,-89.39444444,AIRPORT
KFYG,38.58758333,-90.99380555,AIRPORT
KFYJ,37.52136111,-76.76275,AIRPORT
KFYM,35.05969444,-86.564,AIRPORT
KFYV,36.00509555,-94.17006333,AIRPORT
KFZG,31.68390472,-83.27090361,AIRPORT
KFZI,41.19083333,-83.39308333,AIRPORT
KFZY,43.35077361,-76.38805555,AIRPORT
KG63K,40.5,-90.0,FIX
KG63M,40.5,-88.0,FIX
KG63O,40.5,-86.0,FIX
KG66I,41.0,-92.0,FIX
KG66K,41.0,-90.0,FIX
KG66M,41.0,-88.0,FIX
KG66O,41.0,-86.0,FIX
KG69I,41.5,-92.0,FIX
KG69K,41.5,-90.0,FIX
KG69M,41.5,-88.0,FIX
KG69O,41.5,-86.0,FIX
KG72I,42.0,-92.0,FIX
KG72K,42.0,-90.0,FIX
KG72M,42.0,-88.0,FIX
KG72O,42.0,-86.0,FIX
KG75I,42.5,-92.0,FIX
KG75K,42.5,-90.0,FIX
KG75M,42.5,-88.0,FIX
KG75O,42.5,-86.0,FIX
KG78K,43.0,-90.0,FIX
KG78M,43.0,-88.0,FIX
KG78O,43.0,-86.0,FIX
KG81K,43.5,-90.0,FIX
KG81M,43.5,-88.0,FIX
KG81O,43.5,-86.0,FIX
KG84K,44.0,-90.0,FIX
KG84M,44.0,-88.0,FIX
KGAB,38.92226388,-117.95856111,AIRPORT
KGAD,33.97040527,-86.09128861,AIRPORT
KGAF,48.40471555,-97.37095666,AIRPORT
KGAG,36.29576527,-99.77649583,AIRPORT
KGAI,39.16833333,-77.166,AIRPORT
KGAO,29.44111111,-90.26111111,AIRPORT
KGAS,38.83411152,-82.16342983,AIRPORT
KGAX,32.88525,-112.81630555,AIRPORT
KGBD,38.34425138,-98.85919694,AIRPORT
KGBG,40.93800052,-90.43112358,AIRPORT
KGBR,42.18421416,-73.40324055,AIRPORT
KGCC,44.34890805,-105.5393675,AIRPORT
KGCD,44.40298325,-118.96765522,AIRPORT
KGCK,37.92752777,-100.72441666,AIRPORT
KGCM,36.29272222,-95.47961111,AIRPORT
KGCN,35.95236111,-112.14697222,AIRPORT
KGCT,41.68697222,-94.43505555,AIRPORT
KGCY,36.19573444,-82.81136638,AIRPORT
KGDA,37.33593944,-88.11067083,AIRPORT
KGDB,44.75245922,-95.55553008,AIRPORT
KGDJ,32.44307222,-97.82137277,AIRPORT
KGDK,39.69072222,-83.99277777,AIRPORT
KGDM,42.54988305,-72.01601888,AIRPORT
KGDV,47.13872222,-104.80722222,AIRPORT
KGDW,43.97058944,-84.47501972,AIRPORT
KGED,38.68763277,-75.35930444,AIRPORT
KGEEE,43.74903611,-93.50791388,FIX
KGEG,47.61902777,-117.53522222,AIRPORT
KGEO,38.88194558,-83.88273666,AIRPORT
KGEU,33.52691666,-112.29513888,AIRPORT
KGEV,36.43247222,-81.4185,AIRPORT
KGEY,44.51794444,-108.083,AIRPORT
KGEZ,39.58313888,-85.80480555,AIRPORT
KGFA,47.50466666,-111.18733333,AIRPORT
KGFD,39.79032083,-85.73608861,AIRPORT
KGFK,47.94786833,-97.17569166,AIRPORT
KGFL,43.34122222,-73.61030555,AIRPORT
KGFZ,41.32722222,-94.44516666,AIRPORT
KGGE,33.31141666,-79.32030555,AIRPORT
KGGF,40.87066336,-101.73387941,AIRPORT
KGGG,32.384,-94.7115,AIRPORT
KGGI,41.70988888,-92.73597222,AIRPORT
KGGP,40.71126444,-86.37270472,AIRPORT
KGGW,48.21244444,-106.61480555,AIRPORT
KGHG,42.09749883,-70.67301986,AIRPORT
KGHM,35.83741583,-87.44537694,AIRPORT
KGHW,45.64383013,-95.32044891,AIRPORT
KGIC,45.94266666,-116.12302777,AIRPORT
KGIF,28.06292027,-81.75331444,AIRPORT
KGJT,39.12149916,-108.52548555,AIRPORT
KGKJ,41.62652777,-80.21472222,AIRPORT
KGKT,35.85775861,-83.52870305,AIRPORT
KGKY,32.66387111,-97.09428055,AIRPORT
KGLD,39.37074083,-101.69873388,AIRPORT
KGLE,33.65219444,-97.19727777,AIRPORT
KGLH,33.48524694,-90.98448555,AIRPORT
KGLR,45.01302777,-84.70344444,AIRPORT
KGLS,29.26533333,-94.86041666,AIRPORT
KGLW,37.03177638,-85.95375583,AIRPORT
KGLY,38.35470027,-93.67918694,AIRPORT
KGMJ,36.60677777,-94.73855555,AIRPORT
KGMU,34.84793166,-82.34999805,AIRPORT
KGNB,40.09005555,-105.91663888,AIRPORT
KGNC,32.67533333,-102.65266666,AIRPORT
KGNF,33.83244444,-89.79816666,AIRPORT
KGNG,42.91708083,-114.76633805,AIRPORT
KGNT,35.16727777,-107.90205555,AIRPORT
KGNV,29.69005555,-82.27177777,AIRPORT
KGOK,35.85152272,-97.41617755,AIRPORT
KGON,41.33005555,-72.04513888,AIRPORT
KGOO,39.22406027,-121.00254916,AIRPORT
KGOP,31.42093888,-97.79646388,AIRPORT
KGOV,44.68033333,-84.72886111,AIRPORT
KGPC,39.63352777,-86.81380555,AIRPORT
KGPH,39.33250777,-94.30964805,AIRPORT
KGPI,48.3105,-114.256,AIRPORT
KGPM,32.69877777,-97.04691666,AIRPORT
KGPT,30.40726916,-89.07009583,AIRPORT
KGPZ,47.20928388,-93.50994472,AIRPORT
KGQQ,40.75338888,-82.72380555,AIRPORT
KGRB,44.48463361,-88.12971333,AIRPORT
KGRD,34.25039375,-82.15780933,AIRPORT
KGRDN,35.758,-114.995925,FIX
KGRE,38.83622222,-89.37888888,AIRPORT
KGRF,47.07921944,-122.58078333,AIRPORT
KGRI,40.9675425,-98.30963888,AIRPORT
KGRK,31.06725,-97.82891666,AIRPORT
KGRN,42.80597833,-102.17524972,AIRPORT
KGRR,42.88083333,-85.52280555,AIRPORT
KGSB,35.33938527,-77.96059444,AIRPORT
KGSH,41.52613266,-85.7943255,AIRPORT
KGSO,36.10132666,-79.94112277,AIRPORT
KGSP,34.89567111,-82.21885944,AIRPORT
KGTB,44.05561111,-75.71989444,AIRPORT
KGTE,40.92548333,-100.14656944,AIRPORT
KGTF,47.48229927,-111.37027941,AIRPORT
KGTG,45.79837786,-92.66433091,AIRPORT
KGTR,33.44827777,-88.59138888,AIRPORT
KGTU,30.67880555,-97.67938888,AIRPORT
KGUC,38.53433333,-106.93175,AIRPORT
KGUP,35.51105833,-108.78930944,AIRPORT
KGUR,42.25973805,-104.72831333,AIRPORT
KGUS,40.64809166,-86.15211944,AIRPORT
KGUY,36.68415547,-101.50696863,AIRPORT
KGVE,38.15598416,-78.16577972,AIRPORT
KGVL,34.27262638,-83.83022611,AIRPORT
KGVQ,43.03175,-78.16966666,AIRPORT
KGVT,33.06783333,-96.06533333,AIRPORT
KGWB,41.3071975,-85.06051694,AIRPORT
KGWO,33.49330894,-90.08667741,AIRPORT
KGWR,46.21827777,-97.64336111,AIRPORT
KGWS,39.506,-107.30908333,AIRPORT
KGWW,35.46055527,-77.9649275,AIRPORT
KGX,62.8920853,-160.06639688,AIRPORT
KGXF,32.88784511,-112.71961283,AIRPORT
KGXY,40.43741666,-104.63322222,AIRPORT
KGYB,30.16927777,-96.98002777,AIRPORT
KGYH,34.75831277,-82.37641388,AIRPORT
KGYI,33.71409027,-96.674035,AIRPORT
KGYL,44.75600583,-94.08146055,AIRPORT
KGYR,33.42327777,-112.37536111,AIRPORT
KGYY,41.61725,-87.41452777,AIRPORT
KGZ,61.45513444,-142.38095083,AIRPORT
KGZH,31.415,-87.04336111,AIRPORT
KGZL,35.28816666,-95.09388888,AIRPORT
KGZN,32.36583333,-99.02369444,AIRPORT
KGZS,35.15408333,-87.05705555,AIRPORT
KH03A,30.5,-100.0,FIX
KH03C,30.5,-98.0,FIX
KH03E,30.5,-96.0,FIX
KH03G,30.5,-94.0,FIX
KH03I,30.5,-92.0,FIX
KH03K,30.5,-90.0,FIX
KH03M,30.5,-88.0,FIX
KH03Y,30.5,-102.0,FIX
KH06A,31.0,-100.0,FIX
KH06C,31.0,-98.0,FIX
KH06E,31.0,-96.0,FIX
KH06G,31.0,-94.0,FIX
KH06I,31.0,-92.0,FIX
KH06K,31.0,-90.0,FIX
KH06M,31.0,-88.0,FIX
KH06Y,31.0,-102.0,FIX
KH09G,31.5,-94.0,FIX
KH09I,31.5,-92.0,FIX
KH09K,31.5,-90.0,FIX
KH09M,31.5,-88.0,FIX
KH12I,32.0,-92.0,FIX
KH69C,26.5,-98.0,FIX
KH72C,27.0,-98.0,FIX
KH72E,27.0,-96.0,FIX
KH75C,27.5,-98.0,FIX
KH75E,27.5,-96.0,FIX
KH78C,28.0,-98.0,FIX
KH78E,28.0,-96.0,FIX
KH81A,28.5,-100.0,FIX
KH81C,28.5,-98.0,FIX
KH81E,28.5,-96.0,FIX
KH84A,29.0,-100.0,FIX
KH84C,29.0,-98.0,FIX
KH84E,29.0,-96.0,FIX
KH84G,29.0,-94.0,FIX
KH84I,29.0,-92.0,FIX
KH84K,29.0,-90.0,FIX
KH87A,29.5,-100.0,FIX
KH87C,29.5,-98.0,FIX
KH87E,29.5,-96.0,FIX
KH87G,29.5,-94.0,FIX
KH87I,29.5,-92.0,FIX
KH87K,29.5,-90.0,FIX
KH90A,30.0,-100.0,FIX
KH90C,30.0,-98.0,FIX
KH90E,30.0,-96.0,FIX
KH90G,30.0,-94.0,FIX
KH90I,30.0,-92.0,FIX
KH90K,30.0,-90.0,FIX
KH90Y,30.0,-102.0,FIX
KHAAN,39.03321944,-80.46076666,FIX
KHAB,34.11694444,-87.99822222,AIRPORT
KHAD,42.92441,-106.30947,AIRPORT
KHAE,39.72516666,-91.44386111,AIRPORT
KHAF,37.51344444,-122.50116666,AIRPORT
KHAI,41.95974027,-85.59306222,AIRPORT
KHANN,33.18367222,-87.10766111,FIX
KHAO,39.36375,-84.52194444,AIRPORT
KHAOS,35.73293055,-81.37069166,FIX
KHATS,60.71645833,-161.789775,FIX
KHBC,48.76888527,-101.53764222,AIRPORT
KHBE,39.33926388,-86.02977777,AIRPORT
KHBG,31.26494444,-89.25288888,AIRPORT
KHBI,35.654525,-79.89473722,AIRPORT
KHBR,34.98991666,-99.05305861,AIRPORT
KHBV,27.34955555,-98.73694444,AIRPORT
KHBZ,35.51169388,-92.01300944,AIRPORT
KHCD,44.85988888,-94.3825,AIRPORT
KHCO,48.75273138,-96.94300305,AIRPORT
KHCR,40.48180555,-111.42880555,AIRPORT
KHDC,30.5216875,-90.41837972,AIRPORT
KHDE,40.4518075,-99.33602777,AIRPORT
KHDL,31.36413888,-85.31252777,AIRPORT
KHDN,40.48119444,-107.21766666,AIRPORT
KHDO,29.35913055,-99.17749166,AIRPORT
KHEDA,41.06138055,-107.72170555,FIX
KHEE,34.57649194,-90.67588944,AIRPORT
KHEF,38.72102472,-77.51510472,AIRPORT
KHEG,30.27778583,-81.80594555,AIRPORT
KHEI,46.01488888,-102.656,AIRPORT
KHEQ,40.56942972,-102.27268888,AIRPORT
KHES,38.65285916,-122.89864152,AIRPORT
KHEY,31.35573416,-85.65186305,AIRPORT
KHEZ,31.61366111,-91.29733555,AIRPORT
KHFD,41.73672222,-72.64944444,AIRPORT
KHFF,35.03630166,-79.49751305,AIRPORT
KHFJ,36.90512944,-94.01416638,AIRPORT
KHFY,39.62761111,-86.08802777,AIRPORT
KHGR,39.7085,-77.7265,AIRPORT
KHGT,35.99354861,-121.23668194,AIRPORT
KHHF,35.89511111,-100.40388888,AIRPORT
KHHG,40.85291666,-85.45705555,AIRPORT
KHHR,33.92286111,-118.33508333,AIRPORT
KHHW,34.03363888,-95.54205555,AIRPORT
KHIB,47.386575,-92.83897805,AIRPORT
KHIE,44.36755555,-71.54580555,AIRPORT
KHIF,41.12394,-111.97305638,AIRPORT
KHIG,39.07244444,-93.67736111,AIRPORT
KHII,34.57112388,-114.35827694,AIRPORT
KHILI,20.86427222,-156.96303055,FIX
KHIO,45.54212175,-122.95072188,AIRPORT
KHJH,40.15194444,-97.58452777,AIRPORT
KHJO,36.31672222,-119.62766666,AIRPORT
KHKA,35.94041402,-89.83079869,AIRPORT
KHKS,32.33477777,-90.22252777,AIRPORT
KHKY,35.74114555,-81.38955055,AIRPORT
KHLB,39.34311111,-85.25841666,AIRPORT
KHLC,39.38019444,-99.83147222,AIRPORT
KHLG,40.17501138,-80.64626833,AIRPORT
KHLN,46.60672222,-111.98327777,AIRPORT
KHLOE,38.65415555,-105.01608333,FIX
KHLR,31.13759066,-97.71408905,AIRPORT
KHLX,36.76603861,-80.82356138,AIRPORT
KHMN,32.85185833,-106.10854166,AIRPORT
KHMP,33.3899025,-84.33103694,AIRPORT
KHMT,33.73402777,-117.02230555,AIRPORT
KHMY,35.02639444,-97.23162777,AIRPORT
KHMYA,32.33565277,-87.04967777,FIX
KHMZ,40.086125,-78.51349833,AIRPORT
KHNB,38.24901694,-86.95281944,AIRPORT
KHND,35.972855,-115.13438472,AIRPORT
KHNR,41.58435805,-95.33969888,AIRPORT
KHNZ,36.36114083,-78.52982722,AIRPORT
KHOB,32.68734944,-103.21752861,AIRPORT
KHOC,39.18876133,-83.53879152,AIRPORT
KHOE,31.05688888,-82.77527777,AIRPORT
KHON,44.38519444,-98.22855555,AIRPORT
KHOOD,37.88201111,-77.69765833,FIX
KHOP,36.672956,-87.4918195,AIRPORT
KHORT,39.17717222,-76.73224166,FIX
KHOT,34.47802777,-93.09622222,AIRPORT
KHOU,29.64579983,-95.27723158,AIRPORT
KHOUM,36.26715555,-81.09987222,FIX
KHPN,41.06695305,-73.70756611,AIRPORT
KHPT,42.72369444,-93.22633333,AIRPORT
KHPY,29.78608333,-94.95266666,AIRPORT
KHQG,37.16335833,-101.3706775,AIRPORT
KHQM,46.97119444,-123.93655555,AIRPORT
KHQU,33.52973055,-82.51695277,AIRPORT
KHQZ,32.74696277,-96.53041722,AIRPORT
KHRF,46.25716588,-114.12384311,AIRPORT
KHRI,45.82822222,-119.25916666,AIRPORT
KHRIS,42.95030277,-71.25987777,FIX
KHRJ,35.380155,-78.73223666,AIRPORT
KHRL,26.22655944,-97.65531194,AIRPORT
KHRO,36.26152055,-93.15472888,AIRPORT
KHRT,30.42892222,-86.68880833,AIRPORT
KHRU,38.69472222,-96.80797222,AIRPORT
KHRX,34.86069888,-102.32588325,AIRPORT
KHSA,30.36780472,-89.4546125,AIRPORT
KHSB,37.81125611,-88.55025963,AIRPORT
KHSD,35.60183333,-97.70616666,AIRPORT
KHSE,35.23280555,-75.61780555,AIRPORT
KHSG,43.71361111,-108.38969444,AIRPORT
KHSI,40.60525,-98.42788888,AIRPORT
KHSP,37.95145277,-79.83388888,AIRPORT
KHSR,43.36830555,-103.38827777,AIRPORT
KHST,25.48855063,-80.38356641,AIRPORT
KHSV,34.63719694,-86.77505416,AIRPORT
KHTEE,30.58167777,-88.78351666,FIX
KHTF,42.38213888,-77.68211111,AIRPORT
KHTH,38.54507694,-118.63240305,AIRPORT
KHTL,44.35986902,-84.66948302,AIRPORT
KHTS,38.3685078,-82.56036022,AIRPORT
KHTW,38.41911111,-82.49483333,AIRPORT
KHUA,34.67866083,-86.68479055,AIRPORT
KHUF,39.45063194,-87.30699,AIRPORT
KHUL,46.12460694,-67.79236027,AIRPORT
KHUM,29.56650222,-90.66042666,AIRPORT
KHUT,38.06615472,-97.86048972,AIRPORT
KHVC,36.85696861,-87.45507861,AIRPORT
KHVE,38.41941666,-110.70291666,AIRPORT
KHVN,41.26372472,-72.88772916,AIRPORT
KHVR,48.54298472,-109.76234222,AIRPORT
KHVS,34.40308333,-80.11922222,AIRPORT
KHWD,37.65893166,-122.12173888,AIRPORT
KHWO,26.00126166,-80.24069416,AIRPORT
KHWQ,46.44861111,-109.85277777,AIRPORT
KHWV,40.82195416,-72.86690722,AIRPORT
KHWY,38.58628527,-77.71063083,AIRPORT
KHXD,32.224495,-80.69740083,AIRPORT
KHXF,43.35004722,-88.39024083,AIRPORT
KHYA,41.66933722,-70.28035916,AIRPORT
KHYI,29.89275,-97.863,AIRPORT
KHYR,46.02526694,-91.44426138,AIRPORT
KHYS,38.84222222,-99.27316666,AIRPORT
KHYW,33.8284875,-79.12217633,AIRPORT
KHYX,43.43337444,-83.86230194,AIRPORT
KHZD,36.08929736,-88.46329877,AIRPORT
KHZE,47.28993527,-101.58097805,AIRPORT
KHZL,40.9867725,-75.99470305,AIRPORT
KHZR,30.71833333,-91.47866666,AIRPORT
KHZX,46.61879722,-93.30981111,AIRPORT
KHZY,41.77777777,-80.69677777,AIRPORT
KI42Q,37.0,-84.0,FIX
KI45O,37.5,-86.0,FIX
KI45Q,37.5,-84.0,FIX
KI45S,37.5,-82.0,FIX
KI48M,38.0,-88.0,FIX
KI48O,38.0,-86.0,FIX
KI48Q,38.0,-84.0,FIX
KI48S,38.0,-82.0,FIX
KI51M,38.5,-88.0,FIX
KI51O,38.5,-86.0,FIX
KI51Q,38.5,-84.0,FIX
KI51S,38.5,-82.0,FIX
KI54M,39.0,-88.0,FIX
KI54O,39.0,-86.0,FIX
KI54Q,39.0,-84.0,FIX
KI54S,39.0,-82.0,FIX
KI57M,39.5,-88.0,FIX
KI57O,39.5,-86.0,FIX
KI57Q,39.5,-84.0,FIX
KI57S,39.5,-82.0,FIX
KI60M,40.0,-88.0,FIX
KI60O,40.0,-86.0,FIX
KI60Q,40.0,-84.0,FIX
KI60S,40.0,-82.0,FIX
KI63Q,40.5,-84.0,FIX
KI63S,40.5,-82.0,FIX
KIAB,37.62311597,-97.26762916,AIRPORT
KIACK,40.8629,-76.65968888,FIX
KIAD,38.94745638,-77.45992861,AIRPORT
KIAG,43.10841444,-78.94619611,AIRPORT
KIAH,29.98443527,-95.3414425,AIRPORT
KIANA,62.55775,-150.47333888,FIX
KIAWE,20.04092222,-155.58224722,FIX
KIBBE,42.104425,-72.46977222,FIX
KIBEY,39.29681944,-106.95810833,FIX
KIBGE,41.01684166,-73.66840277,FIX
KIBKE,44.21471944,-123.20390833,FIX
KIBM,41.18805555,-103.67738888,AIRPORT
KIBMY,63.93090555,-160.96684166,FIX
KIBNE,70.14614444,-148.99097777,FIX
KIBPE,19.74925555,-155.56730277,FIX
KIBRE,66.53198333,-144.12127777,FIX
KIBSE,35.93903333,-115.24470833,FIX
KIBTE,33.27058055,-112.69230833,FIX
KIBVE,31.31712777,-85.92489444,FIX
KIBYE,44.03981111,-92.69580833,FIX
